"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2019 13:45:00 - 01/01/2019 14:00:00","BZN|DE-LU","Sequence Sequence 1","-0.02","",""
"01/01/2019 13:45:00 - 01/01/2019 14:00:00","BZN|DE-LU","Sequence Sequence 2","-13.18","",""
"01/01/2019 14:00:00 - 01/01/2019 14:15:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"01/01/2019 14:00:00 - 01/01/2019 14:15:00","BZN|DE-LU","Sequence Sequence 2","-8.62","",""
"01/01/2019 14:15:00 - 01/01/2019 14:30:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"01/01/2019 14:15:00 - 01/01/2019 14:30:00","BZN|DE-LU","Sequence Sequence 2","-3.59","",""
"01/01/2019 14:30:00 - 01/01/2019 14:45:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"01/01/2019 14:30:00 - 01/01/2019 14:45:00","BZN|DE-LU","Sequence Sequence 2","-4.92","",""
"01/01/2019 14:45:00 - 01/01/2019 15:00:00","BZN|DE-LU","Sequence Sequence 1","0.00","",""
"01/01/2019 14:45:00 - 01/01/2019 15:00:00","BZN|DE-LU","Sequence Sequence 2","-5.31","",""
"01/01/2019 15:00:00 - 01/01/2019 15:15:00","BZN|DE-LU","Sequence Sequence 1","-0.03","",""
"01/01/2019 15:00:00 - 01/01/2019 15:15:00","BZN|DE-LU","Sequence Sequence 2","-6.50","",""
"01/01/2019 15:15:00 - 01/01/2019 15:30:00","BZN|DE-LU","Sequence Sequence 1","-0.03","",""
"01/01/2019 15:15:00 - 01/01/2019 15:30:00","BZN|DE-LU","Sequence Sequence 2","-3.20","",""
"01/01/2019 15:30:00 - 01/01/2019 15:45:00","BZN|DE-LU","Sequence Sequence 1","-0.03","",""
"01/01/2019 15:30:00 - 01/01/2019 15:45:00","BZN|DE-LU","Sequence Sequence 2","4.37","",""
"01/01/2019 15:45:00 - 01/01/2019 16:00:00","BZN|DE-LU","Sequence Sequence 1","-0.03","",""
"01/01/2019 15:45:00 - 01/01/2019 16:00:00","BZN|DE-LU","Sequence Sequence 2","7.33","",""
"01/01/2019 16:00:00 - 01/01/2019 16:15:00","BZN|DE-LU","Sequence Sequence 1","1.97","",""
"01/01/2019 16:00:00 - 01/01/2019 16:15:00","BZN|DE-LU","Sequence Sequence 2","-6.70","",""
"01/01/2019 16:15:00 - 01/01/2019 16:30:00","BZN|DE-LU","Sequence Sequence 1","1.97","",""
"01/01/2019 16:15:00 - 01/01/2019 16:30:00","BZN|DE-LU","Sequence Sequence 2","-0.90","",""
"01/01/2019 16:30:00 - 01/01/2019 16:45:00","BZN|DE-LU","Sequence Sequence 1","1.97","",""
"01/01/2019 16:30:00 - 01/01/2019 16:45:00","BZN|DE-LU","Sequence Sequence 2","10.19","",""
"01/01/2019 16:45:00 - 01/01/2019 17:00:00","BZN|DE-LU","Sequence Sequence 1","1.97","",""
"01/01/2019 16:45:00 - 01/01/2019 17:00:00","BZN|DE-LU","Sequence Sequence 2","16.81","",""
"01/01/2019 17:00:00 - 01/01/2019 17:15:00","BZN|DE-LU","Sequence Sequence 1","9.06","",""
"01/01/2019 17:00:00 - 01/01/2019 17:15:00","BZN|DE-LU","Sequence Sequence 2","-0.14","",""
"01/01/2019 17:15:00 - 01/01/2019 17:30:00","BZN|DE-LU","Sequence Sequence 1","9.06","",""
"01/01/2019 17:15:00 - 01/01/2019 17:30:00","BZN|DE-LU","Sequence Sequence 2","4.64","",""
"01/01/2019 17:30:00 - 01/01/2019 17:45:00","BZN|DE-LU","Sequence Sequence 1","9.06","",""
"01/01/2019 17:30:00 - 01/01/2019 17:45:00","BZN|DE-LU","Sequence Sequence 2","13.47","",""
"01/01/2019 17:45:00 - 01/01/2019 18:00:00","BZN|DE-LU","Sequence Sequence 1","9.06","",""
"01/01/2019 17:45:00 - 01/01/2019 18:00:00","BZN|DE-LU","Sequence Sequence 2","13.41","",""
"01/01/2019 18:00:00 - 01/01/2019 18:15:00","BZN|DE-LU","Sequence Sequence 1","0.07","",""
"01/01/2019 18:00:00 - 01/01/2019 18:15:00","BZN|DE-LU","Sequence Sequence 2","9.97","",""
"01/01/2019 18:15:00 - 01/01/2019 18:30:00","BZN|DE-LU","Sequence Sequence 1","0.07","",""
"01/01/2019 18:15:00 - 01/01/2019 18:30:00","BZN|DE-LU","Sequence Sequence 2","9.99","",""
"01/01/2019 18:30:00 - 01/01/2019 18:45:00","BZN|DE-LU","Sequence Sequence 1","0.07","",""
"01/01/2019 18:30:00 - 01/01/2019 18:45:00","BZN|DE-LU","Sequence Sequence 2","9.70","",""
"01/01/2019 18:45:00 - 01/01/2019 19:00:00","BZN|DE-LU","Sequence Sequence 1","0.07","",""
"01/01/2019 18:45:00 - 01/01/2019 19:00:00","BZN|DE-LU","Sequence Sequence 2","7.44","",""
"01/01/2019 19:00:00 - 01/01/2019 19:15:00","BZN|DE-LU","Sequence Sequence 1","-4.97","",""
"01/01/2019 19:00:00 - 01/01/2019 19:15:00","BZN|DE-LU","Sequence Sequence 2","12.79","",""
"01/01/2019 19:15:00 - 01/01/2019 19:30:00","BZN|DE-LU","Sequence Sequence 1","-4.97","",""
"01/01/2019 19:15:00 - 01/01/2019 19:30:00","BZN|DE-LU","Sequence Sequence 2","12.15","",""
"01/01/2019 19:30:00 - 01/01/2019 19:45:00","BZN|DE-LU","Sequence Sequence 1","-4.97","",""
"01/01/2019 19:30:00 - 01/01/2019 19:45:00","BZN|DE-LU","Sequence Sequence 2","8.06","",""
"01/01/2019 19:45:00 - 01/01/2019 20:00:00","BZN|DE-LU","Sequence Sequence 1","-4.97","",""
"01/01/2019 19:45:00 - 01/01/2019 20:00:00","BZN|DE-LU","Sequence Sequence 2","-1.00","",""
"01/01/2019 20:00:00 - 01/01/2019 20:15:00","BZN|DE-LU","Sequence Sequence 1","-6.98","",""
"01/01/2019 20:00:00 - 01/01/2019 20:15:00","BZN|DE-LU","Sequence Sequence 2","-0.90","",""
"01/01/2019 20:15:00 - 01/01/2019 20:30:00","BZN|DE-LU","Sequence Sequence 1","-6.98","",""
"01/01/2019 20:15:00 - 01/01/2019 20:30:00","BZN|DE-LU","Sequence Sequence 2","-0.90","",""
"01/01/2019 20:30:00 - 01/01/2019 20:45:00","BZN|DE-LU","Sequence Sequence 1","-6.98","",""
"01/01/2019 20:30:00 - 01/01/2019 20:45:00","BZN|DE-LU","Sequence Sequence 2","-2.00","",""
"01/01/2019 20:45:00 - 01/01/2019 21:00:00","BZN|DE-LU","Sequence Sequence 1","-6.98","",""
"01/01/2019 20:45:00 - 01/01/2019 21:00:00","BZN|DE-LU","Sequence Sequence 2","-10.34","",""
"01/01/2019 21:00:00 - 01/01/2019 21:15:00","BZN|DE-LU","Sequence Sequence 1","-24.93","",""
"01/01/2019 21:00:00 - 01/01/2019 21:15:00","BZN|DE-LU","Sequence Sequence 2","2.44","",""
"01/01/2019 21:15:00 - 01/01/2019 21:30:00","BZN|DE-LU","Sequence Sequence 1","-24.93","",""
"01/01/2019 21:15:00 - 01/01/2019 21:30:00","BZN|DE-LU","Sequence Sequence 2","-3.92","",""
"01/01/2019 21:30:00 - 01/01/2019 21:45:00","BZN|DE-LU","Sequence Sequence 1","-24.93","",""
"01/01/2019 21:30:00 - 01/01/2019 21:45:00","BZN|DE-LU","Sequence Sequence 2","-11.32","",""
"01/01/2019 21:45:00 - 01/01/2019 22:00:00","BZN|DE-LU","Sequence Sequence 1","-24.93","",""
"01/01/2019 21:45:00 - 01/01/2019 22:00:00","BZN|DE-LU","Sequence Sequence 2","-17.46","",""
"01/01/2019 22:00:00 - 01/01/2019 22:15:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 22:00:00 - 01/01/2019 22:15:00","BZN|DE-LU","Sequence Sequence 2","6.60","",""
"01/01/2019 22:15:00 - 01/01/2019 22:30:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 22:15:00 - 01/01/2019 22:30:00","BZN|DE-LU","Sequence Sequence 2","2.74","",""
"01/01/2019 22:30:00 - 01/01/2019 22:45:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 22:30:00 - 01/01/2019 22:45:00","BZN|DE-LU","Sequence Sequence 2","-22.26","",""
"01/01/2019 22:45:00 - 01/01/2019 23:00:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 22:45:00 - 01/01/2019 23:00:00","BZN|DE-LU","Sequence Sequence 2","-33.20","",""
"01/01/2019 23:00:00 - 01/01/2019 23:15:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 23:00:00 - 01/01/2019 23:15:00","BZN|DE-LU","Sequence Sequence 2","-20.80","",""
"01/01/2019 23:15:00 - 01/01/2019 23:30:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 23:15:00 - 01/01/2019 23:30:00","BZN|DE-LU","Sequence Sequence 2","-6.70","",""
"01/01/2019 23:30:00 - 01/01/2019 23:45:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 23:30:00 - 01/01/2019 23:45:00","BZN|DE-LU","Sequence Sequence 2","-18.48","",""
"01/01/2019 23:45:00 - 02/01/2019 00:00:00","BZN|DE-LU","Sequence Sequence 1","-4.87","",""
"01/01/2019 23:45:00 - 02/01/2019 00:00:00","BZN|DE-LU","Sequence Sequence 2","-18.48","",""
"02/01/2019 00:00:00 - 02/01/2019 00:15:00","BZN|DE-LU","Sequence Sequence 1","-33.57","",""
"02/01/2019 00:00:00 - 02/01/2019 00:15:00","BZN|DE-LU","Sequence Sequence 2","9.88","",""
"02/01/2019 00:15:00 - 02/01/2019 00:30:00","BZN|DE-LU","Sequence Sequence 1","-33.57","",""
"02/01/2019 00:15:00 - 02/01/2019 00:30:00","BZN|DE-LU","Sequence Sequence 2","0.55","",""
"02/01/2019 00:30:00 - 02/01/2019 00:45:00","BZN|DE-LU","Sequence Sequence 1","-33.57","",""
"02/01/2019 00:30:00 - 02/01/2019 00:45:00","BZN|DE-LU","Sequence Sequence 2","-7.68","",""
"02/01/2019 00:45:00 - 02/01/2019 01:00:00","BZN|DE-LU","Sequence Sequence 1","-33.57","",""
"02/01/2019 00:45:00 - 02/01/2019 01:00:00","BZN|DE-LU","Sequence Sequence 2","-26.18","",""
"02/01/2019 01:00:00 - 02/01/2019 01:15:00","BZN|DE-LU","Sequence Sequence 1","-45.92","",""
"02/01/2019 01:00:00 - 02/01/2019 01:15:00","BZN|DE-LU","Sequence Sequence 2","5.46","",""
"02/01/2019 01:15:00 - 02/01/2019 01:30:00","BZN|DE-LU","Sequence Sequence 1","-45.92","",""
"02/01/2019 01:15:00 - 02/01/2019 01:30:00","BZN|DE-LU","Sequence Sequence 2","-0.76","",""
"02/01/2019 01:30:00 - 02/01/2019 01:45:00","BZN|DE-LU","Sequence Sequence 1","-45.92","",""
"02/01/2019 01:30:00 - 02/01/2019 01:45:00","BZN|DE-LU","Sequence Sequence 2","-3.22","",""
"02/01/2019 01:45:00 - 02/01/2019 02:00:00","BZN|DE-LU","Sequence Sequence 1","-45.92","",""
"02/01/2019 01:45:00 - 02/01/2019 02:00:00","BZN|DE-LU","Sequence Sequence 2","-13.56","",""
"02/01/2019 02:00:00 - 02/01/2019 02:15:00","BZN|DE-LU","Sequence Sequence 1","-48.29","",""
"02/01/2019 02:00:00 - 02/01/2019 02:15:00","BZN|DE-LU","Sequence Sequence 2","22.88","",""
"02/01/2019 02:15:00 - 02/01/2019 02:30:00","BZN|DE-LU","Sequence Sequence 1","-48.29","",""
"02/01/2019 02:15:00 - 02/01/2019 02:30:00","BZN|DE-LU","Sequence Sequence 2","22.40","",""
"02/01/2019 02:30:00 - 02/01/2019 02:45:00","BZN|DE-LU","Sequence Sequence 1","-48.29","",""
"02/01/2019 02:30:00 - 02/01/2019 02:45:00","BZN|DE-LU","Sequence Sequence 2","20.98","",""
"02/01/2019 02:45:00 - 02/01/2019 03:00:00","BZN|DE-LU","Sequence Sequence 1","-48.29","",""
"02/01/2019 02:45:00 - 02/01/2019 03:00:00","BZN|DE-LU","Sequence Sequence 2","11.86","",""
"02/01/2019 03:00:00 - 02/01/2019 03:15:00","BZN|DE-LU","Sequence Sequence 1","-44.99","",""
"02/01/2019 03:00:00 - 02/01/2019 03:15:00","BZN|DE-LU","Sequence Sequence 2","-4.49","",""
"02/01/2019 03:15:00 - 02/01/2019 03:30:00","BZN|DE-LU","Sequence Sequence 1","-44.99","",""
"02/01/2019 03:15:00 - 02/01/2019 03:30:00","BZN|DE-LU","Sequence Sequence 2","-2.22","",""
"02/01/2019 03:30:00 - 02/01/2019 03:45:00","BZN|DE-LU","Sequence Sequence 1","-44.99","",""
"02/01/2019 03:30:00 - 02/01/2019 03:45:00","BZN|DE-LU","Sequence Sequence 2","-6.28","",""
"02/01/2019 03:45:00 - 02/01/2019 04:00:00","BZN|DE-LU","Sequence Sequence 1","-44.99","",""
"02/01/2019 03:45:00 - 02/01/2019 04:00:00","BZN|DE-LU","Sequence Sequence 2","-11.01","",""
"02/01/2019 04:00:00 - 02/01/2019 04:15:00","BZN|DE-LU","Sequence Sequence 1","-48.93","",""
"02/01/2019 04:00:00 - 02/01/2019 04:15:00","BZN|DE-LU","Sequence Sequence 2","-22.03","",""
"02/01/2019 04:15:00 - 02/01/2019 04:30:00","BZN|DE-LU","Sequence Sequence 1","-48.93","",""
"02/01/2019 04:15:00 - 02/01/2019 04:30:00","BZN|DE-LU","Sequence Sequence 2","-9.44","",""
"02/01/2019 04:30:00 - 02/01/2019 04:45:00","BZN|DE-LU","Sequence Sequence 1","-48.93","",""
"02/01/2019 04:30:00 - 02/01/2019 04:45:00","BZN|DE-LU","Sequence Sequence 2","-1.92","",""
"02/01/2019 04:45:00 - 02/01/2019 05:00:00","BZN|DE-LU","Sequence Sequence 1","-48.93","",""
"02/01/2019 04:45:00 - 02/01/2019 05:00:00","BZN|DE-LU","Sequence Sequence 2","-1.00","",""
"02/01/2019 05:00:00 - 02/01/2019 05:15:00","BZN|DE-LU","Sequence Sequence 1","-29.91","",""
"02/01/2019 05:00:00 - 02/01/2019 05:15:00","BZN|DE-LU","Sequence Sequence 2","-11.32","",""
"02/01/2019 05:15:00 - 02/01/2019 05:30:00","BZN|DE-LU","Sequence Sequence 1","-29.91","",""
"02/01/2019 05:15:00 - 02/01/2019 05:30:00","BZN|DE-LU","Sequence Sequence 2","-4.25","",""
"02/01/2019 05:30:00 - 02/01/2019 05:45:00","BZN|DE-LU","Sequence Sequence 1","-29.91","",""
"02/01/2019 05:30:00 - 02/01/2019 05:45:00","BZN|DE-LU","Sequence Sequence 2","2.13","",""
"02/01/2019 05:45:00 - 02/01/2019 06:00:00","BZN|DE-LU","Sequence Sequence 1","-29.91","",""
"02/01/2019 05:45:00 - 02/01/2019 06:00:00","BZN|DE-LU","Sequence Sequence 2","7.51","",""
